Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
8/17/2023 3:00,7.87,33.35,37,0.21,Shift heavy operations to off-peak hours.,0.12
8/17/2023 4:00,9.01,25.16,60,0.26,Shift heavy operations to off-peak hours.,0.16
8/17/2023 5:00,20.97,26.71,41,0.12,Reduce HVAC cooling to save energy.,0.13
8/17/2023 6:00,16.12,15.44,129,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.43
8/17/2023 7:00,13.83,20.16,99,0.11,No action needed,0
8/17/2023 8:00,5.48,33.45,112,0.3,Shift heavy operations to off-peak hours.,0.12
8/17/2023 9:00,8.14,26.38,75,0.11,No action needed,0
8/17/2023 10:00,12.98,33.74,149,0.18,No action needed,0
8/17/2023 11:00,10.96,28.15,49,0.3,Shift heavy operations to off-peak hours.,0.23
8/17/2023 12:00,7.96,26.14,114,0.2,No action needed,0
8/17/2023 13:00,18.53,19.23,38,0.13,No action needed,0
8/17/2023 14:00,9.15,34.74,7,0.19,Turn off unnecessary lights in unoccupied areas.,0.05
8/17/2023 15:00,15.16,26.24,40,0.17,No action needed,0
8/17/2023 16:00,9.37,28.07,150,0.13,No action needed,0
8/17/2023 17:00,17.17,34.03,149,0.1,No action needed,0
8/17/2023 18:00,13.76,18.79,19,0.26,Shift heavy operations to off-peak hours.,0.25
8/17/2023 19:00,24.14,18.61,90,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.69
8/17/2023 20:00,16.87,26.99,145,0.18,No action needed,0
8/17/2023 21:00,15.05,22.08,104,0.12,Investigate devices left on overnight.,0.07
8/17/2023 22:00,10.85,29.93,84,0.18,No action needed,0
8/17/2023 23:00,14.77,16.21,120,0.26,Shift heavy operations to off-peak hours.,0.27
8/18/2023 0:00,15.78,32.2,78,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.38
8/18/2023 1:00,9.62,32.85,96,0.19,No action needed,0
8/18/2023 2:00,11.8,18.57,143,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.35
8/18/2023 3:00,6.3,20.78,88,0.14,No action needed,0
8/18/2023 4:00,23.83,26.98,97,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
8/18/2023 5:00,12.85,33.31,74,0.19,No action needed,0
8/18/2023 6:00,13.24,31.89,96,0.13,No action needed,0
8/18/2023 7:00,24.99,18.86,118,0.3,Shift heavy operations to off-peak hours.,0.52
8/18/2023 8:00,22.79,31.7,56,0.17,Reduce HVAC cooling to save energy.,0.19
8/18/2023 9:00,20.28,16.91,72,0.21,Shift heavy operations to off-peak hours.,0.3
8/18/2023 10:00,19.6,28.05,136,0.26,Shift heavy operations to off-peak hours.,0.36
8/18/2023 11:00,17.28,29.82,67,0.13,Investigate devices left on overnight.,0.09
8/18/2023 12:00,7.72,27.03,114,0.14,No action needed,0
8/18/2023 13:00,22.1,22.54,60,0.29,Shift heavy operations to off-peak hours.,0.45
8/18/2023 14:00,14.39,26.55,35,0.21,Shift heavy operations to off-peak hours.,0.21
8/18/2023 15:00,17.56,31.65,22,0.13,Investigate devices left on overnight.,0.09
8/18/2023 16:00,18.19,18.35,114,0.16,No action needed,0
8/18/2023 17:00,15.14,23.06,120,0.22,Shift heavy operations to off-peak hours.,0.23
8/18/2023 18:00,12.13,23.98,134,0.19,No action needed,0
8/18/2023 19:00,17.49,18.38,75,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.5
8/18/2023 20:00,10.35,20.55,132,0.12,No action needed,0
8/18/2023 21:00,14.98,15.53,13,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.43
8/18/2023 22:00,6.08,26.08,108,0.24,Shift heavy operations to off-peak hours.,0.1
8/18/2023 23:00,22.88,34.22,134,0.16,Reduce HVAC cooling to save energy.,0.18
8/19/2023 0:00,9.92,23.47,30,0.28,Shift heavy operations to off-peak hours.,0.19
8/19/2023 1:00,7.12,18.62,37,0.22,Shift heavy operations to off-peak hours.,0.11
8/19/2023 2:00,18.87,33.13,68,0.26,Shift heavy operations to off-peak hours.,0.34
8/19/2023 3:00,19.74,22.29,81,0.1,No action needed,0
8/19/2023 4:00,23.67,17.37,55,0.23,Shift heavy operations to off-peak hours.,0.38
8/19/2023 5:00,6.14,29.2,49,0.18,No action needed,0
8/19/2023 6:00,13.37,20.49,7,0.22,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.29
8/19/2023 7:00,19.33,23.53,64,0.17,No action needed,0
8/19/2023 8:00,13.39,19.71,115,0.13,No action needed,0
8/19/2023 9:00,16.2,24.83,36,0.25,Shift heavy operations to off-peak hours.,0.28
8/19/2023 10:00,24.98,16.24,38,0.3,Shift heavy operations to off-peak hours.,0.52
8/19/2023 11:00,11.67,21.74,140,0.21,Shift heavy operations to off-peak hours.,0.17
8/19/2023 12:00,21.84,17.23,150,0.17,No action needed,0
8/19/2023 13:00,18.5,19.27,85,0.27,Shift heavy operations to off-peak hours.,0.35
8/19/2023 14:00,6.28,22.73,140,0.3,Shift heavy operations to off-peak hours.,0.13
8/19/2023 15:00,17.71,23.91,19,0.13,No action needed,0
8/19/2023 16:00,16.19,29.19,72,0.13,No action needed,0
8/19/2023 17:00,24.24,20.93,110,0.17,No action needed,0
8/19/2023 18:00,22.43,25.71,131,0.19,Reduce HVAC cooling to save energy.,0.21
8/19/2023 19:00,21.03,19.42,61,0.27,Shift heavy operations to off-peak hours.,0.4
8/19/2023 20:00,8.42,28.81,91,0.24,Shift heavy operations to off-peak hours.,0.14
8/19/2023 21:00,24.43,26.28,111,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.94
8/19/2023 22:00,11.32,26.29,10,0.15,No action needed,0
8/19/2023 23:00,9,30.67,38,0.25,Shift heavy operations to off-peak hours.,0.16
8/20/2023 0:00,6.53,16.51,17,0.14,No action needed,0
8/20/2023 1:00,6.42,16.36,61,0.26,Shift heavy operations to off-peak hours.,0.12
8/20/2023 2:00,20.34,29.78,102,0.17,Reduce HVAC cooling to save energy.,0.17
8/20/2023 3:00,12.55,22.66,25,0.11,No action needed,0
8/20/2023 4:00,21.21,18.54,60,0.28,Shift heavy operations to off-peak hours.,0.42
8/20/2023 5:00,7.4,20.57,106,0.11,No action needed,0
8/20/2023 6:00,8.69,21.29,74,0.29,Shift heavy operations to off-peak hours.,0.18
8/20/2023 7:00,9.71,25.09,130,0.12,No action needed,0
8/20/2023 8:00,8.52,15.07,103,0.12,No action needed,0
8/20/2023 9:00,9.89,19.21,86,0.26,Shift heavy operations to off-peak hours.,0.18
8/20/2023 10:00,5.61,23.68,52,0.23,Shift heavy operations to off-peak hours.,0.09
8/20/2023 11:00,17.33,29.57,124,0.14,Investigate devices left on overnight.,0.1
8/20/2023 12:00,7.79,33.83,111,0.14,No action needed,0
8/20/2023 13:00,14.91,15.77,82,0.23,Shift heavy operations to off-peak hours.,0.24
8/20/2023 14:00,22.84,30.68,21,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.88
8/20/2023 15:00,22.44,17.05,16,0.16,Investigate devices left on overnight.,0.14
8/20/2023 16:00,11.22,15.21,15,0.16,No action needed,0
8/20/2023 17:00,18.2,28.02,88,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.52
8/20/2023 18:00,17.28,28.42,111,0.29,Shift heavy operations to off-peak hours.,0.35
8/20/2023 19:00,13.21,15.82,50,0.27,Shift heavy operations to off-peak hours.,0.25
8/20/2023 20:00,24.05,24.27,146,0.3,Shift heavy operations to off-peak hours.,0.51
8/20/2023 21:00,7.36,34.7,137,0.26,Shift heavy operations to off-peak hours.,0.13
8/20/2023 22:00,10.78,15.56,94,0.16,No action needed,0
8/20/2023 23:00,21.81,28.08,113,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.87
8/21/2023 0:00,11.34,17.5,11,0.26,Shift heavy operations to off-peak hours.,0.21
8/21/2023 1:00,15.18,32.42,60,0.28,Shift heavy operations to off-peak hours.,0.3
8/21/2023 2:00,6.24,26.28,146,0.19,No action needed,0
8/21/2023 3:00,11.94,34.94,37,0.24,Shift heavy operations to off-peak hours.,0.2
8/21/2023 4:00,8.89,19.49,50,0.13,No action needed,0
8/21/2023 5:00,18.38,30.42,129,0.21,Shift heavy operations to off-peak hours.,0.27
8/21/2023 6:00,24.72,34.62,144,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.74
8/21/2023 7:00,17.17,15.27,82,0.28,Shift heavy operations to off-peak hours.,0.34
8/21/2023 8:00,19.85,32.36,59,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.5
8/21/2023 9:00,19.39,28.74,103,0.29,Shift heavy operations to off-peak hours.,0.39
8/21/2023 10:00,6.38,21.96,33,0.23,Shift heavy operations to off-peak hours.,0.1
8/21/2023 11:00,13.59,27.72,149,0.12,No action needed,0
8/21/2023 12:00,8.2,34.98,16,0.29,Shift heavy operations to off-peak hours.,0.17
8/21/2023 13:00,15.44,21.41,64,0.14,No action needed,0
8/21/2023 14:00,18.31,19.98,121,0.21,Shift heavy operations to off-peak hours.,0.27
8/21/2023 15:00,12.81,33.32,52,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
8/21/2023 16:00,21.54,19.53,32,0.16,No action needed,0
8/21/2023 17:00,22.99,16.54,36,0.17,No action needed,0
8/21/2023 18:00,21.35,21.96,104,0.21,Shift heavy operations to off-peak hours.,0.31
8/21/2023 19:00,7.81,18.46,45,0.25,Shift heavy operations to off-peak hours.,0.14
8/21/2023 20:00,22.29,19.52,109,0.16,No action needed,0
8/21/2023 21:00,12.37,25.08,146,0.26,Shift heavy operations to off-peak hours.,0.23
8/21/2023 22:00,8.51,34.63,64,0.19,No action needed,0
8/21/2023 23:00,6.72,34.98,136,0.2,No action needed,0
8/22/2023 0:00,23.99,30.34,109,0.12,Reduce HVAC cooling to save energy.,0.14
8/22/2023 1:00,16.56,22.49,140,0.11,No action needed,0
8/22/2023 2:00,16.59,28.81,47,0.27,Shift heavy operations to off-peak hours.,0.31
8/22/2023 3:00,18.86,25.26,106,0.12,No action needed,0
8/22/2023 4:00,16.44,19.97,19,0.23,Shift heavy operations to off-peak hours.,0.26
8/22/2023 5:00,20.69,24.8,140,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.66
8/22/2023 6:00,6.68,17.77,84,0.29,Shift heavy operations to off-peak hours.,0.14
8/22/2023 7:00,24.21,20.88,83,0.14,No action needed,0
8/22/2023 8:00,7.04,23.41,41,0.18,No action needed,0
8/22/2023 9:00,16.82,17.91,134,0.21,Shift heavy operations to off-peak hours.,0.25
8/22/2023 10:00,12.96,22.56,14,0.22,Shift heavy operations to off-peak hours.,0.2
8/22/2023 11:00,22.4,31.93,113,0.13,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.26
8/22/2023 12:00,15.67,21.29,132,0.15,No action needed,0
8/22/2023 13:00,24.29,33.11,33,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.87
8/22/2023 14:00,5.23,18.63,102,0.14,No action needed,0
8/22/2023 15:00,6.85,22.81,91,0.27,Shift heavy operations to off-peak hours.,0.13
8/22/2023 16:00,9.61,21.16,26,0.25,Shift heavy operations to off-peak hours.,0.17
8/22/2023 17:00,18.9,23.57,44,0.15,No action needed,0
8/22/2023 18:00,8.9,29.45,135,0.24,Shift heavy operations to off-peak hours.,0.15
8/22/2023 19:00,21.83,27.6,53,0.11,Reduce HVAC cooling to save energy.,0.12
8/22/2023 20:00,18.1,16.39,100,0.28,Shift heavy operations to off-peak hours.,0.35
8/22/2023 21:00,14.38,20.37,22,0.17,No action needed,0
8/22/2023 22:00,10.13,18.41,121,0.28,Shift heavy operations to off-peak hours.,0.2
8/22/2023 23:00,19.29,28.97,46,0.27,Shift heavy operations to off-peak hours.,0.36
8/23/2023 0:00,9.26,18.91,60,0.19,No action needed,0
8/23/2023 1:00,8.12,33.56,96,0.23,Shift heavy operations to off-peak hours.,0.13
8/23/2023 2:00,10.63,22.38,106,0.21,Shift heavy operations to off-peak hours.,0.16
8/23/2023 3:00,12.17,17.19,47,0.26,Shift heavy operations to off-peak hours.,0.22
8/23/2023 4:00,9.48,17.75,5,0.2,Turn off unnecessary lights in unoccupied areas.,0.06
8/23/2023 5:00,18.9,17.75,139,0.17,No action needed,0
8/23/2023 6:00,10.26,32.57,91,0.27,Shift heavy operations to off-peak hours.,0.19
8/23/2023 7:00,22.36,20.46,148,0.17,Investigate devices left on overnight.,0.15
8/23/2023 8:00,19.1,24.69,147,0.12,No action needed,0
8/23/2023 9:00,11.36,33.41,129,0.28,Shift heavy operations to off-peak hours.,0.22
8/23/2023 10:00,6.04,34.58,46,0.16,No action needed,0
8/23/2023 11:00,7.02,28.84,121,0.16,No action needed,0
8/23/2023 12:00,13.46,18.98,110,0.3,Shift heavy operations to off-peak hours.,0.28
8/23/2023 13:00,22.08,31.19,143,0.15,Reduce HVAC cooling to save energy.,0.17
8/23/2023 14:00,21.25,17.61,56,0.18,No action needed,0
8/23/2023 15:00,5.8,27.67,90,0.15,No action needed,0
8/23/2023 16:00,14.47,16.16,73,0.18,No action needed,0
8/23/2023 17:00,9.46,33.33,85,0.15,No action needed,0
8/23/2023 18:00,5.82,20.15,137,0.26,Shift heavy operations to off-peak hours.,0.11
8/23/2023 19:00,12.15,31.79,135,0.1,Investigate devices left on overnight.,0.05
8/23/2023 20:00,11.72,19.72,83,0.29,Shift heavy operations to off-peak hours.,0.24
8/23/2023 21:00,18.7,32.76,105,0.14,Investigate devices left on overnight.,0.1
8/23/2023 22:00,16.11,21.42,70,0.17,No action needed,0
8/23/2023 23:00,18.84,21.64,97,0.26,Shift heavy operations to off-peak hours.,0.34
8/24/2023 0:00,24.95,23.74,68,0.2,No action needed,0
8/24/2023 1:00,21.29,16.75,99,0.28,Shift heavy operations to off-peak hours.,0.42
8/24/2023 2:00,15.02,17.71,124,0.28,Shift heavy operations to off-peak hours.,0.29
8/24/2023 3:00,14.68,24.3,99,0.15,Investigate devices left on overnight.,0.09
8/24/2023 4:00,13.1,17.67,144,0.15,No action needed,0
8/24/2023 5:00,14.65,24.4,149,0.19,Investigate devices left on overnight.,0.11
8/24/2023 6:00,7.91,32.32,9,0.25,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.2
8/24/2023 7:00,20.48,16.17,68,0.24,Shift heavy operations to off-peak hours.,0.34
8/24/2023 8:00,12.03,31.31,74,0.18,Investigate devices left on overnight.,0.09
8/24/2023 9:00,17.64,17.66,128,0.16,No action needed,0
8/24/2023 10:00,23.32,34.31,30,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
8/24/2023 11:00,22.1,33.92,39,0.17,Reduce HVAC cooling to save energy.,0.19
8/24/2023 12:00,15.66,31.79,81,0.12,No action needed,0
8/24/2023 13:00,16.26,23.28,89,0.25,Shift heavy operations to off-peak hours.,0.28
8/24/2023 14:00,20.76,20.79,136,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.48
8/24/2023 15:00,22.4,26.53,104,0.17,Reduce HVAC cooling to save energy.,0.19
8/24/2023 16:00,18.15,29.74,52,0.2,No action needed,0
8/24/2023 17:00,15.65,24.48,54,0.1,No action needed,0
8/24/2023 18:00,14.95,23.38,5,0.11,Turn off unnecessary lights in unoccupied areas.,0.05
8/24/2023 19:00,16.9,19.96,93,0.11,No action needed,0
8/24/2023 20:00,24.12,18.12,31,0.28,Shift heavy operations to off-peak hours.,0.47
8/24/2023 21:00,5.34,18.43,140,0.27,Shift heavy operations to off-peak hours.,0.1
8/24/2023 22:00,23.11,34.6,136,0.18,Reduce HVAC cooling to save energy.,0.21
8/24/2023 23:00,21.74,29.94,119,0.2,Reduce HVAC cooling to save energy.,0.22
8/25/2023 0:00,14.82,16.32,133,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.42
8/25/2023 1:00,19.91,34.1,32,0.15,No action needed,0
8/25/2023 2:00,20.99,31.06,110,0.19,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.36
8/25/2023 3:00,5.23,27.16,110,0.29,Shift heavy operations to off-peak hours.,0.11
8/25/2023 4:00,14.53,16.3,100,0.29,Shift heavy operations to off-peak hours.,0.29
8/25/2023 5:00,10.98,26.69,32,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.28
8/25/2023 6:00,6.24,32.99,7,0.13,Turn off unnecessary lights in unoccupied areas.,0.02
8/25/2023 7:00,7.28,28.49,46,0.28,Shift heavy operations to off-peak hours.,0.14
8/25/2023 8:00,22.46,29.39,10,0.19,Reduce HVAC cooling to save energy.,0.21
8/25/2023 9:00,21.31,18.33,59,0.15,Investigate devices left on overnight.,0.13
8/25/2023 10:00,15.81,32.82,112,0.23,Shift heavy operations to off-peak hours.,0.25
8/25/2023 11:00,18.51,31.11,53,0.26,Shift heavy operations to off-peak hours.,0.34
8/25/2023 12:00,9.99,23.8,98,0.11,No action needed,0
8/25/2023 13:00,7.43,31.24,41,0.18,No action needed,0
8/25/2023 14:00,16.94,22.21,107,0.18,Investigate devices left on overnight.,0.12
8/25/2023 15:00,6.86,29.81,83,0.12,No action needed,0
8/25/2023 16:00,16.38,24.13,77,0.27,Shift heavy operations to off-peak hours.,0.31
8/25/2023 17:00,24.48,32.97,6,0.23,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.84
8/25/2023 18:00,13,32.67,98,0.18,No action needed,0
8/25/2023 19:00,14.23,32.77,133,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.41
8/25/2023 20:00,11.01,17.34,36,0.24,Shift heavy operations to off-peak hours.,0.18
8/25/2023 21:00,13.71,29.24,36,0.28,Shift heavy operations to off-peak hours.,0.27
8/25/2023 22:00,6.94,15.97,139,0.22,Shift heavy operations to off-peak hours.,0.11
8/25/2023 23:00,23.09,23.54,85,0.17,Investigate devices left on overnight.,0.16
8/26/2023 0:00,11.52,15.15,102,0.12,No action needed,0
8/26/2023 1:00,14.55,16.68,116,0.2,No action needed,0
8/26/2023 2:00,7.84,19.51,139,0.11,No action needed,0
8/26/2023 3:00,8.14,16.4,17,0.17,No action needed,0
8/26/2023 4:00,9.79,26.73,49,0.25,Shift heavy operations to off-peak hours.,0.17
8/26/2023 5:00,10.78,21.6,53,0.21,Shift heavy operations to off-peak hours.,0.16
8/26/2023 6:00,5.19,16.87,42,0.15,No action needed,0
8/26/2023 7:00,13.45,21.04,113,0.16,Investigate devices left on overnight.,0.09
8/26/2023 8:00,8.63,25.05,88,0.25,Shift heavy operations to off-peak hours.,0.15
8/26/2023 9:00,20.29,19.92,51,0.29,Shift heavy operations to off-peak hours.,0.41
8/26/2023 10:00,24.36,34.43,49,0.12,Reduce HVAC cooling to save energy.,0.15
8/26/2023 11:00,23.6,21.41,128,0.16,No action needed,0
8/26/2023 12:00,8.44,28.11,143,0.2,No action needed,0
8/26/2023 13:00,23.47,30.73,148,0.18,Reduce HVAC cooling to save energy.,0.21
8/26/2023 14:00,14.27,17.93,144,0.26,Shift heavy operations to off-peak hours.,0.26
8/26/2023 15:00,5.45,33.35,81,0.2,No action needed,0
8/26/2023 16:00,11.56,15.79,137,0.22,Shift heavy operations to off-peak hours.,0.18
8/26/2023 17:00,14.6,22.68,86,0.21,Shift heavy operations to off-peak hours.,0.21
8/26/2023 18:00,5.59,15.57,120,0.28,Shift heavy operations to off-peak hours.,0.11
8/26/2023 19:00,7.14,31.05,83,0.28,Shift heavy operations to off-peak hours.,0.14
8/26/2023 20:00,20.72,22.3,92,0.13,No action needed,0
8/26/2023 21:00,23.52,31.5,104,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.85
8/26/2023 22:00,17.93,31.3,56,0.2,Investigate devices left on overnight.,0.14
8/26/2023 23:00,5.73,25.07,137,0.15,No action needed,0
8/27/2023 0:00,5.19,27.88,134,0.28,Shift heavy operations to off-peak hours.,0.1
8/27/2023 1:00,7.84,16.75,117,0.2,No action needed,0
8/27/2023 2:00,21.79,33.03,41,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.78
8/27/2023 3:00,20.75,32.74,84,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.65
8/27/2023 4:00,6,16.78,94,0.27,Shift heavy operations to off-peak hours.,0.11
8/27/2023 5:00,24.72,18.69,92,0.17,No action needed,0
8/27/2023 6:00,16.84,31.12,95,0.17,Investigate devices left on overnight.,0.11
8/27/2023 7:00,5.83,23.87,116,0.23,Shift heavy operations to off-peak hours.,0.09
8/27/2023 8:00,22.23,24.25,74,0.26,Shift heavy operations to off-peak hours.,0.4
8/27/2023 9:00,17.48,26.98,128,0.21,Shift heavy operations to off-peak hours.,0.26
8/27/2023 10:00,12.67,19.79,25,0.3,Shift heavy operations to off-peak hours.,0.27
8/27/2023 11:00,15.82,23.48,19,0.26,Shift heavy operations to off-peak hours.,0.29
8/27/2023 12:00,17.91,29.01,81,0.14,No action needed,0
8/27/2023 13:00,21.02,26.28,38,0.16,Reduce HVAC cooling to save energy.,0.17
8/27/2023 14:00,18.48,20.18,98,0.22,Shift heavy operations to off-peak hours.,0.28
8/27/2023 15:00,20.81,34.95,87,0.16,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.3
8/27/2023 16:00,15.98,21.8,150,0.3,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.53
8/27/2023 17:00,21.11,15.66,101,0.23,Shift heavy operations to off-peak hours.,0.34
8/27/2023 18:00,5.58,23.24,74,0.21,Shift heavy operations to off-peak hours.,0.08
8/27/2023 19:00,14.73,29.27,75,0.14,No action needed,0
8/27/2023 20:00,22.17,27.86,68,0.11,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.22
8/27/2023 21:00,20.84,25.91,65,0.13,Reduce HVAC cooling to save energy.,0.14
8/27/2023 22:00,19.2,33.96,108,0.26,Shift heavy operations to off-peak hours.,0.35
8/27/2023 23:00,14.55,32.64,130,0.11,No action needed,0
8/28/2023 0:00,21.18,24.68,21,0.26,Shift heavy operations to off-peak hours.,0.39
8/28/2023 1:00,15.54,24.41,26,0.21,Shift heavy operations to off-peak hours.,0.23
8/28/2023 2:00,24.48,31.98,25,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,1.06
8/28/2023 3:00,5.47,18.03,23,0.23,Shift heavy operations to off-peak hours.,0.09
8/28/2023 4:00,20.94,28.73,124,0.1,Reduce HVAC cooling to save energy.,0.1
8/28/2023 5:00,22.1,32.4,45,0.15,Reduce HVAC cooling to save energy.,0.17
8/28/2023 6:00,25,29.38,28,0.12,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.27
8/28/2023 7:00,21.08,21.04,147,0.23,Shift heavy operations to off-peak hours.,0.34
8/28/2023 8:00,13.82,23.59,102,0.13,No action needed,0
8/28/2023 9:00,12.29,29.46,129,0.29,Shift heavy operations to off-peak hours.,0.25
8/28/2023 10:00,15.84,15.11,85,0.21,Shift heavy operations to off-peak hours.,0.23
8/28/2023 11:00,11.28,23.64,85,0.19,No action needed,0
8/28/2023 12:00,8.55,30.45,108,0.25,Shift heavy operations to off-peak hours.,0.15
8/28/2023 13:00,15.58,23.76,77,0.22,Shift heavy operations to off-peak hours.,0.24
8/28/2023 14:00,13,19.51,37,0.19,No action needed,0
8/28/2023 15:00,22.58,25.83,11,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.73
8/28/2023 16:00,24.42,19.88,57,0.1,No action needed,0
8/28/2023 17:00,22.91,23.2,77,0.1,No action needed,0
8/28/2023 18:00,7.36,16.48,57,0.15,No action needed,0
8/28/2023 19:00,6.59,31.2,27,0.19,No action needed,0
8/28/2023 20:00,21.29,18.27,76,0.14,Investigate devices left on overnight.,0.12
8/28/2023 21:00,19.58,21.3,106,0.13,No action needed,0
8/28/2023 22:00,14.77,28.5,138,0.1,No action needed,0
8/28/2023 23:00,11.86,30.14,100,0.25,Shift heavy operations to off-peak hours.,0.21
8/29/2023 0:00,12.78,16.4,135,0.1,No action needed,0
8/29/2023 1:00,13.69,20.99,99,0.18,No action needed,0
8/29/2023 2:00,8.16,32.54,30,0.26,Shift heavy operations to off-peak hours.,0.15
8/29/2023 3:00,6.01,20.54,141,0.28,Shift heavy operations to off-peak hours.,0.12
8/29/2023 4:00,11.55,34.7,44,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
8/29/2023 5:00,18.42,17.26,24,0.18,No action needed,0
8/29/2023 6:00,14.72,20.92,37,0.19,No action needed,0
8/29/2023 7:00,13.61,28.8,52,0.18,No action needed,0
8/29/2023 8:00,23.67,28.05,137,0.15,Reduce HVAC cooling to save energy.,0.18
8/29/2023 9:00,9.89,34.59,74,0.21,Shift heavy operations to off-peak hours.,0.15
8/29/2023 10:00,11.01,17.69,144,0.21,Shift heavy operations to off-peak hours.,0.16
8/29/2023 11:00,11.48,22.68,13,0.19,No action needed,0
8/29/2023 12:00,7.66,21.51,44,0.29,Shift heavy operations to off-peak hours.,0.16
8/29/2023 13:00,5.66,28.37,100,0.13,No action needed,0
8/29/2023 14:00,8.84,29.94,12,0.25,Shift heavy operations to off-peak hours.,0.15
8/29/2023 15:00,14.86,24.69,37,0.17,No action needed,0
8/29/2023 16:00,11.54,29.33,72,0.2,No action needed,0
8/29/2023 17:00,17.95,25.56,73,0.14,No action needed,0
8/29/2023 18:00,24.88,27.67,101,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.72
8/29/2023 19:00,11.71,27.09,109,0.21,Shift heavy operations to off-peak hours.,0.17
8/29/2023 20:00,13.37,28.07,100,0.3,Shift heavy operations to off-peak hours.,0.28
8/29/2023 21:00,10.83,16.4,128,0.14,No action needed,0
8/29/2023 22:00,11.32,20.46,100,0.13,No action needed,0
8/29/2023 23:00,24.76,28.93,61,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,1.19
8/30/2023 0:00,14.74,32.42,53,0.11,Investigate devices left on overnight.,0.06
8/30/2023 1:00,8.8,30.72,51,0.17,No action needed,0
8/30/2023 2:00,24.78,23.38,8,0.23,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.57
8/30/2023 3:00,11.29,23.22,117,0.17,No action needed,0
8/30/2023 4:00,22.77,16.58,52,0.24,Shift heavy operations to off-peak hours.,0.38
8/30/2023 5:00,6.76,19.61,32,0.24,Shift heavy operations to off-peak hours.,0.11
8/30/2023 6:00,20.17,32.35,11,0.19,Reduce HVAC cooling to save energy.,0.19
8/30/2023 7:00,11.14,26.76,97,0.11,No action needed,0
8/30/2023 8:00,14.49,19.3,62,0.12,Investigate devices left on overnight.,0.07
8/30/2023 9:00,6.49,25.4,148,0.27,Shift heavy operations to off-peak hours.,0.12
8/30/2023 10:00,14.38,21.97,108,0.14,Investigate devices left on overnight.,0.08
8/30/2023 11:00,18.56,19.59,85,0.15,No action needed,0
8/30/2023 12:00,5.12,18.92,105,0.19,No action needed,0
8/30/2023 13:00,20.85,30.91,49,0.18,Reduce HVAC cooling to save energy.,0.19
8/30/2023 14:00,21.23,32.97,67,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.66
