,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
3494,Summer,23.92,73.96,5.55,67.07,24,0.14,9.0,2023-05-26 14:00:00
3495,Summer,26.82,49.43,14.39,943.2,14,0.08,10.64,2023-05-26 15:00:00
3496,Summer,29.26,46.97,2.05,283.76,8,0.13,20.28,2023-05-26 16:00:00
3497,Summer,23.13,77.23,7.69,478.66,30,0.15,12.54,2023-05-26 17:00:00
3498,Summer,28.25,67.59,0.12,18.03,20,0.05,10.56,2023-05-26 18:00:00
3499,Summer,33.5,54.6,9.12,309.8,30,0.15,13.66,2023-05-26 19:00:00
3500,Summer,25.66,47.55,18.32,801.68,20,0.05,17.65,2023-05-26 20:00:00
3501,Summer,24.83,55.87,7.87,726.56,87,0.17,13.22,2023-05-26 21:00:00
3502,Summer,30.76,34.54,14.13,456.08,121,0.11,12.63,2023-05-26 22:00:00
3503,Summer,26.84,62.85,16.98,668.8,101,0.23,9.36,2023-05-26 23:00:00
3504,Summer,22.91,36.0,15.43,193.56,75,0.26,14.27,2023-05-27 00:00:00
3505,Summer,26.35,71.62,6.34,815.09,87,0.24,11.53,2023-05-27 01:00:00
3506,Summer,25.64,42.29,6.81,421.29,84,0.13,17.63,2023-05-27 02:00:00
3507,Summer,26.49,37.47,15.39,769.05,164,0.2,16.98,2023-05-27 03:00:00
3508,Summer,27.26,51.02,18.34,161.82,175,0.15,14.65,2023-05-27 04:00:00
3509,Summer,34.67,75.46,10.71,595.01,55,0.21,15.53,2023-05-27 05:00:00
3510,Summer,30.51,40.14,16.64,523.44,188,0.27,14.25,2023-05-27 06:00:00
3511,Summer,34.48,42.08,13.33,179.58,54,0.2,19.25,2023-05-27 07:00:00
3512,Summer,30.79,33.35,19.0,328.28,10,0.19,17.3,2023-05-27 08:00:00
3513,Summer,24.71,55.09,19.16,723.79,19,0.15,6.71,2023-05-27 09:00:00
3514,Summer,25.8,61.83,3.74,435.04,10,0.14,12.25,2023-05-27 10:00:00
3515,Summer,22.76,63.06,16.87,420.78,27,0.11,15.94,2023-05-27 11:00:00
3516,Summer,31.31,36.23,11.31,550.09,12,0.09,19.33,2023-05-27 12:00:00
3517,Summer,22.87,69.37,18.41,20.96,24,0.06,8.17,2023-05-27 13:00:00
3518,Summer,23.11,57.88,12.11,94.15,30,0.07,19.42,2023-05-27 14:00:00
3519,Summer,24.64,37.18,12.1,871.25,13,0.08,12.05,2023-05-27 15:00:00
3520,Summer,27.56,63.4,3.23,139.8,15,0.06,13.25,2023-05-27 16:00:00
3521,Summer,28.05,77.32,1.5,305.15,7,0.06,11.39,2023-05-27 17:00:00
3522,Summer,34.43,66.28,19.03,270.18,28,0.11,16.26,2023-05-27 18:00:00
3523,Summer,31.31,62.2,19.51,806.84,18,0.13,18.43,2023-05-27 19:00:00
3524,Summer,29.6,49.14,10.35,694.14,16,0.14,10.67,2023-05-27 20:00:00
3525,Summer,27.96,39.07,5.18,288.28,57,0.24,12.85,2023-05-27 21:00:00
3526,Summer,26.53,74.52,3.85,969.62,67,0.21,17.25,2023-05-27 22:00:00
3527,Summer,28.44,52.81,18.51,982.16,153,0.22,14.68,2023-05-27 23:00:00
3528,Summer,20.68,47.5,6.05,547.66,71,0.11,15.1,2023-05-28 00:00:00
3529,Summer,33.98,62.7,15.92,24.04,160,0.15,25.5,2023-05-28 01:00:00
3530,Summer,21.68,45.84,15.9,152.34,135,0.12,16.9,2023-05-28 02:00:00
3531,Summer,21.5,32.54,18.03,899.0,191,0.24,20.54,2023-05-28 03:00:00
3532,Summer,20.79,64.14,18.5,77.85,182,0.12,21.68,2023-05-28 04:00:00
3533,Summer,25.69,74.94,14.34,411.37,117,0.18,20.61,2023-05-28 05:00:00
3534,Summer,28.4,47.26,1.06,779.98,74,0.23,15.28,2023-05-28 06:00:00
3535,Summer,21.2,36.45,19.51,667.33,138,0.14,16.1,2023-05-28 07:00:00
3536,Summer,33.29,34.74,18.96,352.94,18,0.23,21.37,2023-05-28 08:00:00
3537,Summer,28.52,35.32,6.03,88.12,7,0.14,15.29,2023-05-28 09:00:00
3538,Summer,20.8,51.08,7.46,544.16,17,0.09,16.18,2023-05-28 10:00:00
3539,Summer,23.62,44.55,16.56,845.49,16,0.1,5.33,2023-05-28 11:00:00
3540,Summer,23.93,65.68,9.58,683.34,6,0.06,17.65,2023-05-28 12:00:00
3541,Summer,26.07,52.56,9.08,642.68,18,0.1,16.63,2023-05-28 13:00:00
3542,Summer,29.65,50.01,12.43,584.84,24,0.15,14.72,2023-05-28 14:00:00
3543,Summer,25.22,64.44,4.95,745.25,28,0.06,18.16,2023-05-28 15:00:00
3544,Summer,29.2,50.02,12.46,126.97,12,0.07,18.54,2023-05-28 16:00:00
3545,Summer,31.41,69.35,12.15,147.6,19,0.14,14.63,2023-05-28 17:00:00
3546,Summer,29.77,36.16,12.19,104.81,5,0.08,17.44,2023-05-28 18:00:00
3547,Summer,22.16,36.22,11.57,680.36,17,0.07,17.28,2023-05-28 19:00:00
3548,Summer,33.27,49.3,16.23,408.92,12,0.07,16.49,2023-05-28 20:00:00
3549,Summer,27.1,44.31,18.73,932.5,53,0.28,14.22,2023-05-28 21:00:00
3550,Summer,28.86,46.14,14.09,536.5,143,0.28,22.33,2023-05-28 22:00:00
3551,Summer,29.73,53.43,12.27,635.12,154,0.28,12.51,2023-05-28 23:00:00
3552,Summer,30.09,61.24,12.44,996.84,172,0.24,20.49,2023-05-29 00:00:00
3553,Summer,30.69,77.47,1.63,501.64,57,0.15,21.05,2023-05-29 01:00:00
3554,Summer,31.57,61.49,5.4,599.07,62,0.24,20.7,2023-05-29 02:00:00
3555,Summer,29.61,77.09,6.16,548.15,145,0.12,12.85,2023-05-29 03:00:00
3556,Summer,32.53,43.81,2.06,451.84,124,0.13,20.92,2023-05-29 04:00:00
3557,Summer,22.28,77.63,9.33,820.5,148,0.26,16.78,2023-05-29 05:00:00
3558,Summer,32.58,46.98,9.56,475.65,50,0.29,14.1,2023-05-29 06:00:00
3559,Summer,33.72,32.86,15.26,613.35,99,0.29,22.85,2023-05-29 07:00:00
3560,Summer,29.49,61.15,14.78,366.95,20,0.16,13.26,2023-05-29 08:00:00
3561,Summer,31.88,41.79,17.21,114.31,8,0.25,12.79,2023-05-29 09:00:00
3562,Summer,29.07,59.34,3.7,414.16,9,0.13,17.96,2023-05-29 10:00:00
3563,Summer,25.24,73.54,6.2,448.81,24,0.14,17.57,2023-05-29 11:00:00
3564,Summer,34.46,68.65,11.46,258.06,29,0.14,17.49,2023-05-29 12:00:00
3565,Summer,26.53,33.92,12.43,695.88,33,0.14,18.79,2023-05-29 13:00:00
3566,Summer,31.38,73.47,13.59,914.57,50,0.08,8.35,2023-05-29 14:00:00
3567,Summer,28.15,75.02,4.86,110.25,11,0.13,11.67,2023-05-29 15:00:00
3568,Summer,31.03,61.76,13.34,585.18,15,0.13,12.41,2023-05-29 16:00:00
3569,Summer,21.86,31.2,7.37,738.0,23,0.12,10.67,2023-05-29 17:00:00
3570,Summer,21.16,71.32,11.45,431.29,49,0.07,10.3,2023-05-29 18:00:00
3571,Summer,26.35,75.81,0.71,721.07,22,0.09,15.36,2023-05-29 19:00:00
3572,Summer,29.15,65.0,12.63,657.95,26,0.14,18.04,2023-05-29 20:00:00
3573,Summer,29.92,54.0,5.41,594.94,11,0.25,14.16,2023-05-29 21:00:00
3574,Summer,30.17,64.66,16.27,549.73,18,0.14,9.36,2023-05-29 22:00:00
3575,Summer,30.6,77.74,11.56,235.96,13,0.13,9.66,2023-05-29 23:00:00
3576,Summer,22.34,44.89,3.2,635.42,26,0.14,16.3,2023-05-30 00:00:00
3577,Summer,29.3,50.7,16.01,608.16,33,0.16,9.47,2023-05-30 01:00:00
3578,Summer,32.49,73.87,12.28,86.45,36,0.11,22.39,2023-05-30 02:00:00
3579,Summer,26.52,75.31,12.95,686.71,27,0.17,16.49,2023-05-30 03:00:00
3580,Summer,32.86,68.41,11.17,31.22,9,0.11,15.41,2023-05-30 04:00:00
3581,Summer,29.35,72.86,8.65,780.61,31,0.25,10.5,2023-05-30 05:00:00
3582,Summer,28.42,35.74,15.79,389.32,13,0.17,16.94,2023-05-30 06:00:00
3583,Summer,32.08,34.92,12.71,657.58,48,0.2,18.3,2023-05-30 07:00:00
3584,Summer,21.54,74.11,4.67,324.99,5,0.22,9.63,2023-05-30 08:00:00
3585,Summer,25.64,37.05,9.35,177.19,45,0.22,15.27,2023-05-30 09:00:00
3586,Summer,32.87,56.6,7.2,308.18,41,0.12,20.64,2023-05-30 10:00:00
3587,Summer,24.49,33.08,2.29,418.91,29,0.11,16.27,2023-05-30 11:00:00
3588,Summer,28.53,44.72,14.41,624.03,27,0.08,7.53,2023-05-30 12:00:00
3589,Summer,20.94,41.93,11.84,703.36,32,0.15,9.84,2023-05-30 13:00:00
3590,Summer,28.04,74.67,16.78,745.42,26,0.1,14.56,2023-05-30 14:00:00
3591,Summer,28.63,76.07,13.63,724.24,30,0.12,11.75,2023-05-30 15:00:00
3592,Summer,20.2,56.39,17.48,181.71,34,0.15,19.87,2023-05-30 16:00:00
3593,Summer,31.07,58.29,9.84,273.92,40,0.09,18.92,2023-05-30 17:00:00
3594,Summer,23.11,58.81,9.06,275.95,8,0.11,6.21,2023-05-30 18:00:00
3595,Summer,23.82,76.83,16.78,587.82,49,0.14,8.6,2023-05-30 19:00:00
3596,Summer,20.47,68.12,6.41,745.77,49,0.08,15.16,2023-05-30 20:00:00
3597,Summer,23.77,67.41,19.89,792.68,10,0.13,8.31,2023-05-30 21:00:00
3598,Summer,25.38,73.22,14.89,529.99,29,0.22,6.74,2023-05-30 22:00:00
3599,Summer,33.72,49.93,5.05,672.21,36,0.2,15.4,2023-05-30 23:00:00
3600,Summer,26.54,54.08,19.61,462.52,32,0.2,7.0,2023-05-31 00:00:00
3601,Summer,27.81,38.09,2.56,487.45,7,0.13,8.58,2023-05-31 01:00:00
3602,Summer,31.39,40.09,5.99,13.0,11,0.27,16.49,2023-05-31 02:00:00
3603,Summer,27.25,33.49,10.02,28.93,45,0.2,15.3,2023-05-31 03:00:00
3604,Summer,26.96,50.45,6.83,599.5,34,0.23,8.88,2023-05-31 04:00:00
3605,Summer,32.11,30.93,6.61,495.29,12,0.17,14.5,2023-05-31 05:00:00
3606,Summer,32.36,66.16,2.53,766.59,31,0.25,19.14,2023-05-31 06:00:00
3607,Summer,29.95,43.18,15.83,314.84,48,0.26,20.25,2023-05-31 07:00:00
3608,Summer,22.91,47.29,13.77,695.71,45,0.14,7.52,2023-05-31 08:00:00
3609,Summer,31.05,47.95,12.12,653.83,44,0.15,12.38,2023-05-31 09:00:00
3610,Summer,23.33,49.54,9.27,29.56,16,0.08,7.16,2023-05-31 10:00:00
3611,Summer,28.5,53.93,12.23,378.7,17,0.06,15.42,2023-05-31 11:00:00
3612,Summer,33.59,63.1,6.24,785.71,42,0.08,20.82,2023-05-31 12:00:00
3613,Summer,21.14,69.65,6.54,394.72,20,0.13,10.72,2023-05-31 13:00:00
3614,Summer,20.27,59.72,15.73,628.42,21,0.14,16.39,2023-05-31 14:00:00
3615,Summer,21.25,35.36,9.91,553.17,23,0.13,18.41,2023-05-31 15:00:00
3616,Summer,32.67,42.12,8.8,35.8,16,0.07,17.78,2023-05-31 16:00:00
3617,Summer,22.03,61.59,17.76,948.29,19,0.07,6.78,2023-05-31 17:00:00
3618,Summer,32.83,30.56,11.93,856.46,18,0.07,13.59,2023-05-31 18:00:00
3619,Summer,23.11,71.23,15.28,152.59,9,0.12,12.49,2023-05-31 19:00:00
3620,Summer,33.18,57.95,13.76,876.85,20,0.11,14.13,2023-05-31 20:00:00
3621,Summer,21.22,78.46,9.08,55.19,119,0.18,17.85,2023-05-31 21:00:00
3622,Summer,26.86,30.28,13.61,932.53,123,0.15,8.66,2023-05-31 22:00:00
3623,Summer,20.3,76.99,3.03,340.84,93,0.22,14.34,2023-05-31 23:00:00
3624,Summer,28.26,30.15,6.35,929.02,180,0.13,11.28,2023-06-01 00:00:00
3625,Summer,24.38,50.18,13.01,217.81,175,0.2,15.83,2023-06-01 01:00:00
3626,Summer,29.79,36.64,18.17,27.13,190,0.2,20.09,2023-06-01 02:00:00
3627,Summer,21.3,50.35,0.74,627.96,158,0.29,9.49,2023-06-01 03:00:00
3628,Summer,30.28,66.2,4.44,540.87,159,0.19,12.67,2023-06-01 04:00:00
3629,Summer,34.84,34.37,16.37,574.18,183,0.18,18.63,2023-06-01 05:00:00
3630,Summer,25.43,66.87,12.97,949.35,116,0.1,17.19,2023-06-01 06:00:00
3631,Summer,25.0,35.11,9.4,622.37,99,0.28,16.32,2023-06-01 07:00:00
3632,Summer,30.62,51.31,7.18,310.45,14,0.12,12.7,2023-06-01 08:00:00
3633,Summer,29.28,31.08,1.31,105.04,5,0.18,20.58,2023-06-01 09:00:00
3634,Summer,20.42,48.42,5.82,368.71,18,0.09,7.55,2023-06-01 10:00:00
3635,Summer,22.51,35.33,11.52,517.45,28,0.05,13.7,2023-06-01 11:00:00
3636,Summer,22.14,76.79,14.54,201.78,19,0.06,15.59,2023-06-01 12:00:00
3637,Summer,30.96,54.4,4.84,851.45,12,0.1,19.02,2023-06-01 13:00:00
3638,Summer,34.61,51.52,8.17,599.27,19,0.13,15.02,2023-06-01 14:00:00
3639,Summer,20.07,45.36,19.77,624.87,13,0.08,17.57,2023-06-01 15:00:00
3640,Summer,34.32,38.42,2.69,676.48,22,0.05,13.18,2023-06-01 16:00:00
3641,Summer,27.51,69.76,8.02,728.76,18,0.11,13.55,2023-06-01 17:00:00
3642,Summer,26.65,71.45,7.47,345.16,13,0.09,9.04,2023-06-01 18:00:00
3643,Summer,28.51,32.96,15.16,127.52,26,0.05,9.8,2023-06-01 19:00:00
3644,Summer,27.58,34.37,10.4,85.69,16,0.15,13.98,2023-06-01 20:00:00
3645,Summer,28.69,49.3,7.98,168.47,71,0.19,19.49,2023-06-01 21:00:00
3646,Summer,33.27,68.93,14.14,780.68,174,0.13,24.29,2023-06-01 22:00:00
3647,Summer,24.66,46.76,15.31,856.43,77,0.26,16.44,2023-06-01 23:00:00
3648,Summer,31.64,72.11,5.03,945.31,174,0.15,13.77,2023-06-02 00:00:00
3649,Summer,31.64,70.43,4.68,109.22,63,0.26,14.04,2023-06-02 01:00:00
3650,Summer,21.61,75.12,12.71,211.04,153,0.17,10.71,2023-06-02 02:00:00
3651,Summer,29.78,51.04,7.53,695.91,144,0.12,21.49,2023-06-02 03:00:00
3652,Summer,29.09,36.91,5.47,102.7,55,0.18,19.12,2023-06-02 04:00:00
3653,Summer,27.23,30.17,9.03,174.49,190,0.18,14.62,2023-06-02 05:00:00
3654,Summer,34.91,53.94,6.15,23.2,166,0.21,23.4,2023-06-02 06:00:00
3655,Summer,30.48,30.94,5.53,772.68,130,0.25,10.44,2023-06-02 07:00:00
3656,Summer,34.74,42.6,13.48,318.92,26,0.11,10.41,2023-06-02 08:00:00
3657,Summer,33.59,33.61,10.94,273.01,11,0.14,18.77,2023-06-02 09:00:00
3658,Summer,34.36,33.71,4.9,976.08,7,0.13,13.37,2023-06-02 10:00:00
3659,Summer,23.5,79.17,2.19,275.1,17,0.1,16.87,2023-06-02 11:00:00
3660,Summer,29.38,35.45,13.16,315.76,17,0.1,13.42,2023-06-02 12:00:00
3661,Summer,28.89,41.82,1.46,361.19,14,0.07,13.61,2023-06-02 13:00:00
3662,Summer,30.92,43.33,6.82,428.77,18,0.11,21.11,2023-06-02 14:00:00
3663,Summer,23.1,40.93,18.8,983.6,13,0.1,10.12,2023-06-02 15:00:00
3664,Summer,25.13,30.95,19.21,405.32,25,0.11,18.67,2023-06-02 16:00:00
3665,Summer,23.79,48.27,8.98,706.45,30,0.08,8.44,2023-06-02 17:00:00
3666,Summer,31.68,79.79,13.77,438.68,15,0.1,21.27,2023-06-02 18:00:00
3667,Summer,29.92,43.16,8.0,92.63,28,0.13,14.19,2023-06-02 19:00:00
3668,Summer,24.59,71.76,14.05,41.42,26,0.08,16.73,2023-06-02 20:00:00
3669,Summer,31.15,76.41,6.59,234.45,72,0.21,21.46,2023-06-02 21:00:00
3670,Summer,25.45,60.7,11.03,839.19,105,0.22,12.35,2023-06-02 22:00:00
3671,Summer,31.09,56.42,9.75,942.21,177,0.15,13.49,2023-06-02 23:00:00
3672,Summer,31.79,35.42,15.24,935.01,158,0.11,19.91,2023-06-03 00:00:00
3673,Summer,33.45,75.03,5.02,987.46,56,0.2,20.66,2023-06-03 01:00:00
3674,Summer,27.66,67.49,19.06,474.18,103,0.19,14.78,2023-06-03 02:00:00
3675,Summer,31.99,39.6,1.33,520.72,76,0.18,9.93,2023-06-03 03:00:00
3676,Summer,26.08,44.99,18.41,868.59,73,0.24,13.06,2023-06-03 04:00:00
3677,Summer,28.9,58.96,2.31,577.81,188,0.2,15.33,2023-06-03 05:00:00
3678,Summer,31.23,38.31,4.79,114.12,138,0.13,24.36,2023-06-03 06:00:00
3679,Summer,29.32,64.23,7.68,924.91,72,0.17,8.95,2023-06-03 07:00:00
3680,Summer,31.88,72.23,4.61,472.03,19,0.24,11.23,2023-06-03 08:00:00
3681,Summer,21.84,66.99,1.8,345.44,22,0.24,6.24,2023-06-03 09:00:00
3682,Summer,27.27,49.84,6.9,139.77,25,0.12,9.66,2023-06-03 10:00:00
3683,Summer,34.22,63.44,11.66,52.55,18,0.06,22.73,2023-06-03 11:00:00
3684,Summer,29.91,34.67,2.79,242.04,8,0.06,8.21,2023-06-03 12:00:00
3685,Summer,24.9,65.17,10.82,967.79,15,0.08,15.99,2023-06-03 13:00:00
3686,Summer,23.95,35.37,9.62,189.77,15,0.12,11.06,2023-06-03 14:00:00
3687,Summer,25.28,51.19,16.04,641.93,11,0.09,9.93,2023-06-03 15:00:00
3688,Summer,23.68,73.74,5.23,874.8,12,0.06,16.15,2023-06-03 16:00:00
3689,Summer,23.31,37.06,1.42,825.54,21,0.15,16.98,2023-06-03 17:00:00
3690,Summer,33.38,47.15,6.33,592.09,12,0.15,8.84,2023-06-03 18:00:00
3691,Summer,33.08,55.37,18.35,872.48,6,0.11,11.88,2023-06-03 19:00:00
3692,Summer,20.36,61.4,0.48,725.08,8,0.15,9.18,2023-06-03 20:00:00
3693,Summer,30.24,38.22,9.07,488.27,134,0.23,19.4,2023-06-03 21:00:00
3694,Summer,31.84,62.13,14.36,739.34,139,0.28,23.84,2023-06-03 22:00:00
3695,Summer,32.39,56.7,11.2,446.19,185,0.21,24.73,2023-06-03 23:00:00
3696,Summer,30.88,32.91,6.81,376.06,86,0.29,14.96,2023-06-04 00:00:00
3697,Summer,30.96,69.86,19.59,279.39,182,0.28,20.36,2023-06-04 01:00:00
3698,Summer,20.55,39.16,12.91,421.93,73,0.14,12.53,2023-06-04 02:00:00
3699,Summer,23.36,30.26,6.97,112.34,189,0.19,15.39,2023-06-04 03:00:00
3700,Summer,20.94,42.15,16.62,18.32,72,0.24,17.89,2023-06-04 04:00:00
3701,Summer,31.7,44.49,9.78,214.14,82,0.24,11.92,2023-06-04 05:00:00
3702,Summer,21.54,45.35,3.22,420.9,53,0.19,9.89,2023-06-04 06:00:00
3703,Summer,21.01,41.6,15.15,493.67,173,0.23,15.49,2023-06-04 07:00:00
3704,Summer,27.61,54.95,2.98,549.23,8,0.29,6.46,2023-06-04 08:00:00
3705,Summer,20.69,37.87,5.47,222.24,25,0.17,11.02,2023-06-04 09:00:00
3706,Summer,25.24,49.53,17.95,292.87,17,0.09,6.99,2023-06-04 10:00:00
3707,Summer,30.46,44.09,5.17,90.13,26,0.12,18.35,2023-06-04 11:00:00
3708,Summer,30.92,65.6,1.1,758.05,20,0.12,12.47,2023-06-04 12:00:00
3709,Summer,34.86,63.01,2.61,721.33,21,0.11,16.69,2023-06-04 13:00:00
3710,Summer,34.8,67.93,3.0,865.58,29,0.11,15.95,2023-06-04 14:00:00
3711,Summer,21.02,45.48,1.74,132.83,10,0.07,8.22,2023-06-04 15:00:00
3712,Summer,25.61,46.03,15.05,98.47,9,0.12,9.73,2023-06-04 16:00:00
3713,Summer,20.73,44.51,19.34,2.57,26,0.11,16.73,2023-06-04 17:00:00
3714,Summer,29.69,44.38,8.44,249.2,12,0.13,20.5,2023-06-04 18:00:00
3715,Summer,20.4,58.96,12.74,860.51,5,0.06,6.62,2023-06-04 19:00:00
3716,Summer,25.49,37.66,12.29,837.05,17,0.09,12.18,2023-06-04 20:00:00
3717,Summer,29.7,45.44,3.24,972.38,168,0.16,18.52,2023-06-04 21:00:00
3718,Summer,24.34,53.84,19.46,511.32,65,0.1,16.14,2023-06-04 22:00:00
3719,Summer,30.79,74.91,15.61,732.14,144,0.15,22.66,2023-06-04 23:00:00
3720,Summer,29.92,40.68,2.61,774.79,94,0.13,16.76,2023-06-05 00:00:00
3721,Summer,27.03,64.84,4.63,928.72,113,0.2,14.36,2023-06-05 01:00:00
3722,Summer,31.68,65.57,3.25,964.55,152,0.2,20.66,2023-06-05 02:00:00
3723,Summer,33.12,30.33,0.23,947.02,155,0.18,17.16,2023-06-05 03:00:00
3724,Summer,27.06,76.24,3.43,494.39,71,0.18,15.16,2023-06-05 04:00:00
3725,Summer,26.14,30.64,6.95,189.38,101,0.22,10.77,2023-06-05 05:00:00
3726,Summer,26.17,58.77,9.23,195.95,130,0.11,20.28,2023-06-05 06:00:00
3727,Summer,25.04,57.83,1.78,353.36,126,0.26,14.72,2023-06-05 07:00:00
3728,Summer,25.92,33.28,1.61,149.58,12,0.27,9.19,2023-06-05 08:00:00
3729,Summer,30.99,36.87,2.2,769.56,15,0.15,18.09,2023-06-05 09:00:00
3730,Summer,28.24,30.66,16.73,578.81,30,0.07,14.38,2023-06-05 10:00:00
3731,Summer,31.82,40.48,17.23,306.95,20,0.13,15.97,2023-06-05 11:00:00
3732,Summer,21.89,65.74,18.41,556.16,26,0.09,11.98,2023-06-05 12:00:00
3733,Summer,30.55,62.73,9.84,861.96,26,0.06,8.82,2023-06-05 13:00:00
3734,Summer,26.27,68.62,0.45,860.31,22,0.12,14.12,2023-06-05 14:00:00
3735,Summer,27.84,51.04,13.62,265.14,8,0.14,10.19,2023-06-05 15:00:00
3736,Summer,33.75,31.12,14.9,147.85,14,0.14,11.32,2023-06-05 16:00:00
3737,Summer,34.56,37.04,0.28,497.38,34,0.12,9.88,2023-06-05 17:00:00
3738,Summer,26.88,73.97,6.98,118.18,43,0.1,18.48,2023-06-05 18:00:00
3739,Summer,26.71,61.41,6.49,690.88,23,0.13,6.24,2023-06-05 19:00:00
3740,Summer,22.54,38.8,17.24,237.65,35,0.15,9.44,2023-06-05 20:00:00
3741,Summer,21.76,39.63,3.43,340.78,25,0.2,17.04,2023-06-05 21:00:00
3742,Summer,33.15,75.04,4.23,774.6,38,0.16,15.55,2023-06-05 22:00:00
3743,Summer,34.77,33.88,10.0,979.7,25,0.13,18.36,2023-06-05 23:00:00
3744,Summer,23.45,39.25,8.39,871.04,50,0.22,9.73,2023-06-06 00:00:00
3745,Summer,32.3,76.43,3.41,277.27,31,0.13,13.52,2023-06-06 01:00:00
3746,Summer,34.85,71.19,17.32,834.65,12,0.22,16.71,2023-06-06 02:00:00
3747,Summer,28.88,42.03,6.11,14.84,20,0.3,16.98,2023-06-06 03:00:00
3748,Summer,22.0,75.55,12.12,825.56,49,0.21,9.09,2023-06-06 04:00:00
3749,Summer,31.88,63.99,12.56,875.71,6,0.19,11.82,2023-06-06 05:00:00
3750,Summer,31.12,38.87,0.8,307.35,8,0.28,9.02,2023-06-06 06:00:00
3751,Summer,24.66,45.81,16.66,139.35,47,0.2,15.53,2023-06-06 07:00:00
3752,Summer,26.47,74.67,13.09,738.41,41,0.27,12.08,2023-06-06 08:00:00
3753,Summer,30.49,35.72,10.56,460.66,44,0.19,15.61,2023-06-06 09:00:00
3754,Summer,21.92,38.79,3.91,818.3,43,0.14,7.5,2023-06-06 10:00:00
3755,Summer,33.92,49.01,3.3,252.63,31,0.15,11.56,2023-06-06 11:00:00
3756,Summer,27.32,71.71,18.47,305.46,23,0.07,18.12,2023-06-06 12:00:00
3757,Summer,25.89,35.68,7.02,818.61,38,0.09,13.65,2023-06-06 13:00:00
3758,Summer,31.67,76.89,4.61,544.22,7,0.12,15.48,2023-06-06 14:00:00
3759,Summer,31.61,62.4,1.38,76.91,26,0.09,17.01,2023-06-06 15:00:00
3760,Summer,28.66,72.7,6.18,777.49,45,0.14,9.64,2023-06-06 16:00:00
3761,Summer,28.86,73.89,1.97,570.79,41,0.07,16.97,2023-06-06 17:00:00
3762,Summer,26.75,70.04,4.61,161.91,20,0.13,20.12,2023-06-06 18:00:00
3763,Summer,26.81,59.59,1.35,32.62,40,0.11,10.79,2023-06-06 19:00:00
3764,Summer,24.67,60.99,19.25,940.0,42,0.09,7.86,2023-06-06 20:00:00
3765,Summer,33.5,53.07,3.91,50.02,35,0.23,23.43,2023-06-06 21:00:00
3766,Summer,21.61,55.31,14.89,815.95,46,0.27,6.17,2023-06-06 22:00:00
3767,Summer,24.8,76.44,8.9,623.99,32,0.2,11.49,2023-06-06 23:00:00
3768,Summer,26.79,47.6,7.09,882.44,13,0.16,17.14,2023-06-07 00:00:00
3769,Summer,26.65,40.65,15.86,509.99,20,0.17,16.99,2023-06-07 01:00:00
3770,Summer,32.27,63.84,9.21,292.32,39,0.25,18.78,2023-06-07 02:00:00
3771,Summer,27.79,39.0,9.0,631.44,5,0.13,17.73,2023-06-07 03:00:00
3772,Summer,22.42,44.81,6.99,566.53,9,0.18,9.1,2023-06-07 04:00:00
3773,Summer,27.4,68.11,0.29,833.91,22,0.16,16.79,2023-06-07 05:00:00
3774,Summer,20.1,47.74,15.58,169.88,41,0.24,7.61,2023-06-07 06:00:00
3775,Summer,25.1,64.35,7.03,179.04,36,0.29,16.15,2023-06-07 07:00:00
3776,Summer,32.47,30.15,6.2,821.44,23,0.29,14.46,2023-06-07 08:00:00
3777,Summer,34.98,51.49,16.41,875.11,12,0.28,19.85,2023-06-07 09:00:00
3778,Summer,22.29,48.65,1.82,317.33,10,0.08,9.98,2023-06-07 10:00:00
3779,Summer,23.88,78.98,11.53,759.74,22,0.09,6.33,2023-06-07 11:00:00
3780,Summer,27.67,42.83,8.29,480.89,43,0.1,12.06,2023-06-07 12:00:00
3781,Summer,27.11,55.31,11.42,164.97,23,0.12,13.29,2023-06-07 13:00:00
3782,Summer,33.7,63.49,17.58,699.8,28,0.07,9.44,2023-06-07 14:00:00
3783,Summer,34.35,64.4,9.76,413.68,9,0.09,19.19,2023-06-07 15:00:00
3784,Summer,34.57,75.35,5.98,591.35,24,0.13,12.43,2023-06-07 16:00:00
3785,Summer,29.67,46.19,18.64,57.28,17,0.07,17.42,2023-06-07 17:00:00
3786,Summer,32.48,42.43,9.6,23.65,26,0.08,19.76,2023-06-07 18:00:00
3787,Summer,32.94,67.88,14.89,535.85,9,0.09,10.24,2023-06-07 19:00:00
3788,Summer,27.4,72.21,13.81,170.66,26,0.13,14.52,2023-06-07 20:00:00
3789,Summer,21.69,46.01,2.79,310.16,129,0.15,16.32,2023-06-07 21:00:00
3790,Summer,33.39,33.83,4.27,670.78,184,0.11,14.2,2023-06-07 22:00:00
3791,Summer,26.25,69.19,6.72,481.04,84,0.11,17.73,2023-06-07 23:00:00
3792,Summer,28.45,55.65,16.29,122.33,193,0.14,24.5,2023-06-08 00:00:00
3793,Summer,29.44,58.78,0.47,751.53,154,0.27,12.0,2023-06-08 01:00:00
3794,Summer,24.44,39.0,15.8,147.29,170,0.15,20.87,2023-06-08 02:00:00
3795,Summer,28.59,73.35,18.31,361.39,190,0.15,22.08,2023-06-08 03:00:00
