,Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh)
4126,6/21/2023 22:00,10.16,26.26,112.0,0.25
4127,6/21/2023 23:00,8.25,23.51,144.0,0.17
4128,6/22/2023 0:00,18.21,31.99,95.0,0.27
4129,6/22/2023 1:00,17.19,33.12,20.0,0.25
4130,6/22/2023 2:00,13.65,22.94,68.0,0.24
4131,6/22/2023 3:00,23.52,17.09,143.0,0.14
4132,6/22/2023 4:00,19.61,32.78,25.0,0.21
4133,6/22/2023 5:00,7.64,16.68,118.0,0.12
4134,6/22/2023 6:00,14.79,17.33,141.0,0.11
4135,6/22/2023 7:00,9.81,17.65,18.0,0.17
4136,6/22/2023 8:00,13.81,34.02,92.0,0.11
4137,6/22/2023 9:00,22.76,33.36,96.0,0.11
4138,6/22/2023 10:00,11.82,31.87,105.0,0.12
4139,6/22/2023 11:00,23.97,25.07,102.0,0.3
4140,6/22/2023 12:00,20.51,19.11,112.0,0.18
4141,6/22/2023 13:00,17.16,30.3,32.0,0.3
4142,6/22/2023 14:00,11.6,21.71,5.0,0.11
4143,6/22/2023 15:00,9.6,27.49,82.0,0.2
4144,6/22/2023 16:00,12.52,32.24,34.0,0.12
4145,6/22/2023 17:00,6.96,23.51,90.0,0.17
4146,6/22/2023 18:00,16.07,33.76,46.0,0.21
4147,6/22/2023 19:00,13.67,31.69,70.0,0.2
4148,6/22/2023 20:00,5.78,20.12,91.0,0.2
4149,6/22/2023 21:00,24.58,29.16,61.0,0.1
4150,6/22/2023 22:00,5.43,20.89,16.0,0.28
4151,6/22/2023 23:00,8.75,29.33,42.0,0.28
4152,6/23/2023 0:00,8.21,18.32,102.0,0.13
4153,6/23/2023 1:00,18.8,26.91,125.0,0.16
4154,6/23/2023 2:00,9.12,20.17,94.0,0.3
4155,6/23/2023 3:00,17.19,26.84,75.0,0.15
4156,6/23/2023 4:00,11.67,24.55,48.0,0.12
4157,6/23/2023 5:00,9.12,28.16,20.0,0.22
4158,6/23/2023 6:00,9.25,21.23,117.0,0.12
4159,6/23/2023 7:00,20.16,19.48,138.0,0.26
4160,6/23/2023 8:00,8.44,16.7,36.0,0.27
4161,6/23/2023 9:00,17.49,27.14,147.0,0.21
4162,6/23/2023 10:00,11.3,25.44,25.0,0.11
4163,6/23/2023 11:00,17.47,28.95,63.0,0.26
4164,6/23/2023 12:00,23.98,18.71,28.0,0.21
4165,6/23/2023 13:00,5.9,30.12,36.0,0.28
4166,6/23/2023 14:00,5.02,23.72,33.0,0.19
4167,6/23/2023 15:00,20.72,31.74,8.0,0.26
4168,6/23/2023 16:00,22.28,17.94,138.0,0.11
4169,6/23/2023 17:00,17.43,30.61,148.0,0.2
4170,6/23/2023 18:00,13.86,30.41,11.0,0.1
4171,6/23/2023 19:00,23.84,15.12,63.0,0.3
4172,6/23/2023 20:00,9.45,28.92,5.0,0.26
4173,6/23/2023 21:00,24.23,34.02,60.0,0.14
4174,6/23/2023 22:00,23.42,32.26,80.0,0.21
4175,6/23/2023 23:00,5.83,25.1,102.0,0.19
4176,6/24/2023 0:00,9.31,18.35,136.0,0.25
4177,6/24/2023 1:00,8.78,17.88,42.0,0.12
4178,6/24/2023 2:00,14.85,22.98,124.0,0.26
4179,6/24/2023 3:00,18.47,20.8,17.0,0.18
4180,6/24/2023 4:00,8.77,22.17,46.0,0.24
4181,6/24/2023 5:00,10.21,22.1,148.0,0.11
4182,6/24/2023 6:00,8.02,23.08,137.0,0.12
4183,6/24/2023 7:00,8.61,19.12,27.0,0.23
4184,6/24/2023 8:00,23.2,29.7,142.0,0.14
4185,6/24/2023 9:00,22.77,22.38,127.0,0.19
4186,6/24/2023 10:00,7.44,15.53,143.0,0.19
4187,6/24/2023 11:00,18.27,26.79,143.0,0.15
4188,6/24/2023 12:00,8.24,32.72,20.0,0.2
4189,6/24/2023 13:00,7.82,17.0,104.0,0.2
4190,6/24/2023 14:00,14.39,19.76,69.0,0.25
4191,6/24/2023 15:00,23.96,21.54,118.0,0.14
4192,6/24/2023 16:00,9.76,32.29,21.0,0.24
4193,6/24/2023 17:00,7.41,17.29,111.0,0.21
4194,6/24/2023 18:00,6.27,27.14,30.0,0.3
4195,6/24/2023 19:00,14.83,19.84,14.0,0.24
4196,6/24/2023 20:00,23.38,17.47,132.0,0.26
4197,6/24/2023 21:00,23.61,31.35,149.0,0.3
4198,6/24/2023 22:00,24.03,21.16,79.0,0.11
4199,6/24/2023 23:00,12.66,16.96,132.0,0.25
4200,6/25/2023 0:00,10.01,32.33,127.0,0.25
4201,6/25/2023 1:00,23.77,20.66,108.0,0.27
4202,6/25/2023 2:00,20.86,18.26,138.0,0.27
4203,6/25/2023 3:00,18.32,29.93,89.0,0.24
4204,6/25/2023 4:00,11.68,30.11,41.0,0.26
4205,6/25/2023 5:00,24.56,17.01,80.0,0.19
4206,6/25/2023 6:00,15.98,21.24,148.0,0.17
4207,6/25/2023 7:00,6.17,27.64,37.0,0.19
4208,6/25/2023 8:00,7.07,29.25,100.0,0.26
4209,6/25/2023 9:00,21.58,31.76,113.0,0.29
4210,6/25/2023 10:00,6.69,30.27,23.0,0.12
4211,6/25/2023 11:00,16.57,29.61,122.0,0.23
4212,6/25/2023 12:00,19.15,31.92,141.0,0.16
4213,6/25/2023 13:00,24.95,28.47,42.0,0.19
4214,6/25/2023 14:00,10.78,27.84,61.0,0.1
4215,6/25/2023 15:00,13.43,22.11,44.0,0.22
4216,6/25/2023 16:00,23.11,25.69,46.0,0.16
4217,6/25/2023 17:00,6.51,19.7,13.0,0.17
4218,6/25/2023 18:00,17.0,20.29,57.0,0.12
4219,6/25/2023 19:00,15.83,30.64,70.0,0.11
4220,6/25/2023 20:00,22.94,28.46,27.0,0.24
4221,6/25/2023 21:00,11.99,25.96,5.0,0.17
4222,6/25/2023 22:00,12.99,33.31,7.0,0.29
4223,6/25/2023 23:00,12.39,26.06,120.0,0.19
4224,6/26/2023 0:00,18.69,32.52,33.0,0.12
4225,6/26/2023 1:00,13.43,30.64,11.0,0.2
4226,6/26/2023 2:00,11.73,28.93,120.0,0.15
4227,6/26/2023 3:00,12.17,24.66,10.0,0.25
4228,6/26/2023 4:00,11.08,31.7,47.0,0.2
4229,6/26/2023 5:00,10.92,29.74,78.0,0.14
4230,6/26/2023 6:00,17.51,31.06,105.0,0.19
4231,6/26/2023 7:00,23.32,27.75,99.0,0.29
4232,6/26/2023 8:00,13.12,25.47,87.0,0.18
4233,6/26/2023 9:00,24.46,25.04,77.0,0.29
4234,6/26/2023 10:00,10.34,32.67,5.0,0.24
4235,6/26/2023 11:00,18.21,31.91,35.0,0.13
4236,6/26/2023 12:00,15.63,28.91,101.0,0.26
4237,6/26/2023 13:00,14.41,25.28,64.0,0.21
4238,6/26/2023 14:00,8.65,29.74,24.0,0.18
4239,6/26/2023 15:00,16.23,28.53,45.0,0.14
4240,6/26/2023 16:00,12.25,24.87,38.0,0.26
4241,6/26/2023 17:00,6.55,19.37,57.0,0.27
4242,6/26/2023 18:00,8.54,20.3,55.0,0.17
4243,6/26/2023 19:00,20.62,17.55,11.0,0.13
4244,6/26/2023 20:00,6.04,31.42,104.0,0.24
4245,6/26/2023 21:00,5.2,33.27,117.0,0.27
4246,6/26/2023 22:00,14.27,22.35,78.0,0.23
4247,6/26/2023 23:00,6.09,18.13,127.0,0.14
4248,6/27/2023 0:00,13.37,28.57,133.0,0.15
4249,6/27/2023 1:00,6.99,23.13,145.0,0.25
4250,6/27/2023 2:00,14.04,19.79,66.0,0.28
4251,6/27/2023 3:00,18.21,22.62,116.0,0.26
4252,6/27/2023 4:00,14.29,25.36,124.0,0.23
4253,6/27/2023 5:00,21.19,18.03,7.0,0.2
4254,6/27/2023 6:00,6.1,30.9,131.0,0.26
4255,6/27/2023 7:00,20.44,15.37,35.0,0.22
4256,6/27/2023 8:00,15.83,27.67,12.0,0.15
4257,6/27/2023 9:00,22.64,34.59,106.0,0.25
4258,6/27/2023 10:00,13.54,34.59,81.0,0.19
4259,6/27/2023 11:00,13.77,17.26,107.0,0.11
4260,6/27/2023 12:00,10.56,16.53,83.0,0.2
4261,6/27/2023 13:00,18.03,27.85,52.0,0.25
4262,6/27/2023 14:00,9.04,22.78,55.0,0.3
4263,6/27/2023 15:00,20.53,34.66,22.0,0.16
4264,6/27/2023 16:00,6.99,33.59,44.0,0.17
4265,6/27/2023 17:00,22.08,31.37,135.0,0.28
4266,6/27/2023 18:00,8.78,22.22,100.0,0.24
4267,6/27/2023 19:00,7.67,28.1,30.0,0.16
4268,6/27/2023 20:00,12.7,19.63,34.0,0.11
4269,6/27/2023 21:00,10.96,28.16,13.0,0.15
4270,6/27/2023 22:00,18.62,31.98,39.0,0.12
4271,6/27/2023 23:00,6.25,22.77,143.0,0.12
4272,6/28/2023 0:00,9.23,16.09,76.0,0.19
4273,6/28/2023 1:00,17.61,34.87,18.0,0.24
4274,6/28/2023 2:00,12.74,21.91,102.0,0.11
4275,6/28/2023 3:00,13.59,26.91,150.0,0.21
4276,6/28/2023 4:00,21.44,20.02,140.0,0.27
4277,6/28/2023 5:00,20.64,23.03,7.0,0.21
4278,6/28/2023 6:00,18.39,23.76,70.0,0.18
4279,6/28/2023 7:00,12.21,31.79,103.0,0.14
4280,6/28/2023 8:00,24.6,25.08,143.0,0.12
4281,6/28/2023 9:00,9.32,26.73,61.0,0.29
4282,6/28/2023 10:00,7.15,28.85,80.0,0.18
4283,6/28/2023 11:00,8.31,33.44,28.0,0.16
4284,6/28/2023 12:00,9.21,31.87,41.0,0.16
4285,6/28/2023 13:00,17.5,22.0,15.0,0.16
4286,6/28/2023 14:00,11.94,28.3,107.0,0.27
4287,6/28/2023 15:00,7.78,29.79,145.0,0.26
4288,6/28/2023 16:00,19.62,15.13,120.0,0.25
4289,6/28/2023 17:00,8.19,32.58,36.0,0.25
4290,6/28/2023 18:00,15.52,19.27,15.0,0.17
4291,6/28/2023 19:00,13.0,15.4,123.0,0.25
4292,6/28/2023 20:00,14.25,26.9,134.0,0.17
4293,6/28/2023 21:00,22.2,18.43,76.0,0.22
4294,6/28/2023 22:00,11.86,27.59,23.0,0.26
4295,6/28/2023 23:00,14.73,19.76,33.0,0.18
4296,6/29/2023 0:00,17.56,19.07,76.0,0.25
4297,6/29/2023 1:00,21.62,20.68,28.0,0.28
4298,6/29/2023 2:00,12.08,17.04,108.0,0.11
4299,6/29/2023 3:00,5.53,20.65,92.0,0.14
4300,6/29/2023 4:00,19.82,26.81,82.0,0.19
4301,6/29/2023 5:00,9.61,21.22,60.0,0.21
4302,6/29/2023 6:00,5.35,16.56,37.0,0.11
4303,6/29/2023 7:00,20.97,22.96,124.0,0.21
4304,6/29/2023 8:00,5.06,18.65,57.0,0.26
4305,6/29/2023 9:00,21.32,15.4,145.0,0.24
4306,6/29/2023 10:00,18.45,22.57,47.0,0.14
4307,6/29/2023 11:00,19.31,32.74,88.0,0.29
4308,6/29/2023 12:00,5.51,17.52,131.0,0.2
4309,6/29/2023 13:00,12.01,31.37,13.0,0.18
4310,6/29/2023 14:00,18.25,16.84,136.0,0.24
4311,6/29/2023 15:00,22.34,27.36,121.0,0.13
4312,6/29/2023 16:00,15.07,22.58,144.0,0.13
4313,6/29/2023 17:00,12.77,27.29,54.0,0.29
4314,6/29/2023 18:00,9.99,32.35,150.0,0.12
4315,6/29/2023 19:00,24.16,24.87,102.0,0.13
4316,6/29/2023 20:00,8.52,21.38,147.0,0.2
4317,6/29/2023 21:00,18.86,18.57,55.0,0.12
4318,6/29/2023 22:00,21.58,24.57,113.0,0.28
4319,6/29/2023 23:00,17.59,31.08,32.0,0.25
4320,6/30/2023 0:00,18.53,32.21,121.0,0.17
4321,6/30/2023 1:00,21.31,32.76,33.0,0.21
4322,6/30/2023 2:00,14.66,17.93,63.0,0.3
4323,6/30/2023 3:00,10.06,23.71,59.0,0.19
4324,6/30/2023 4:00,22.38,19.43,139.0,0.17
4325,6/30/2023 5:00,10.32,24.68,88.0,0.19
4326,6/30/2023 6:00,17.68,27.89,60.0,0.12
4327,6/30/2023 7:00,13.91,24.03,65.0,0.25
4328,6/30/2023 8:00,18.62,22.53,9.0,0.27
4329,6/30/2023 9:00,16.6,31.26,115.0,0.19
4330,6/30/2023 10:00,22.69,19.17,100.0,0.16
4331,6/30/2023 11:00,8.22,33.28,64.0,0.28
4332,6/30/2023 12:00,21.46,22.19,74.0,0.17
4333,6/30/2023 13:00,10.67,16.79,49.0,0.12
4334,6/30/2023 14:00,13.09,32.22,51.0,0.29
4335,6/30/2023 15:00,9.31,33.04,136.0,0.19
4336,6/30/2023 16:00,12.85,26.44,89.0,0.22
4337,6/30/2023 17:00,22.04,22.52,40.0,0.13
4338,6/30/2023 18:00,8.9,27.93,128.0,0.21
4339,6/30/2023 19:00,20.54,34.33,47.0,0.26
4340,6/30/2023 20:00,8.73,21.88,51.0,0.13
4341,6/30/2023 21:00,24.72,27.82,108.0,0.28
4342,6/30/2023 22:00,15.22,34.64,107.0,0.14
4343,6/30/2023 23:00,24.96,21.5,61.0,0.18
4344,7/1/2023 0:00,7.63,24.88,94.0,0.24
4345,7/1/2023 1:00,14.45,32.82,34.0,0.29
4346,7/1/2023 2:00,24.37,23.96,116.0,0.21
4347,7/1/2023 3:00,16.28,23.49,109.0,0.17
4348,7/1/2023 4:00,7.53,23.78,94.0,0.15
4349,7/1/2023 5:00,6.69,15.69,135.0,0.18
4350,7/1/2023 6:00,6.79,25.92,132.0,0.18
4351,7/1/2023 7:00,23.02,34.71,138.0,0.24
4352,7/1/2023 8:00,11.89,31.85,139.0,0.28
4353,7/1/2023 9:00,11.37,26.37,69.0,0.2
4354,7/1/2023 10:00,19.54,16.99,114.0,0.16
4355,7/1/2023 11:00,6.71,19.53,31.0,0.17
4356,7/1/2023 12:00,24.38,28.77,42.0,0.23
4357,7/1/2023 13:00,15.08,20.42,96.0,0.16
4358,7/1/2023 14:00,20.23,25.91,43.0,0.23
4359,7/1/2023 15:00,8.38,21.2,124.0,0.17
4360,7/1/2023 16:00,18.2,18.37,20.0,0.13
4361,7/1/2023 17:00,24.83,15.1,143.0,0.18
4362,7/1/2023 18:00,20.21,22.3,141.0,0.12
4363,7/1/2023 19:00,8.8,32.05,65.0,0.17
4364,7/1/2023 20:00,9.97,16.4,41.0,0.17
4365,7/1/2023 21:00,15.04,33.72,8.0,0.23
4366,7/1/2023 22:00,21.17,17.09,36.0,0.12
4367,7/1/2023 23:00,9.96,23.98,29.0,0.3
4368,7/2/2023 0:00,15.33,21.1,82.0,0.16
4369,7/2/2023 1:00,14.56,21.49,89.0,0.17
4370,7/2/2023 2:00,20.25,31.65,59.0,0.16
4371,7/2/2023 3:00,22.34,30.09,78.0,0.22
4372,7/2/2023 4:00,6.26,26.55,30.0,0.27
4373,7/2/2023 5:00,9.31,27.84,112.0,0.11
4374,7/2/2023 6:00,18.0,32.82,66.0,0.23
4375,7/2/2023 7:00,24.71,19.92,29.0,0.28
4376,7/2/2023 8:00,18.35,34.96,21.0,0.26
4377,7/2/2023 9:00,18.38,23.22,85.0,0.22
4378,7/2/2023 10:00,5.14,31.83,99.0,0.1
4379,7/2/2023 11:00,21.15,32.68,31.0,0.3
4380,7/2/2023 12:00,6.97,29.5,29.0,0.18
4381,7/2/2023 13:00,9.62,25.05,36.0,0.12
4382,7/2/2023 14:00,15.94,33.45,32.0,0.11
4383,7/2/2023 15:00,20.59,25.26,74.0,0.2
4384,7/2/2023 16:00,24.2,18.49,98.0,0.17
4385,7/2/2023 17:00,15.04,32.48,73.0,0.21
4386,7/2/2023 18:00,20.8,31.05,45.0,0.27
4387,7/2/2023 19:00,20.57,23.18,22.0,0.27
4388,7/2/2023 20:00,5.45,25.92,21.0,0.17
4389,7/2/2023 21:00,23.12,24.82,68.0,0.29
4390,7/2/2023 22:00,17.72,31.06,123.0,0.16
4391,7/2/2023 23:00,13.78,22.68,82.0,0.11
4392,7/3/2023 0:00,13.84,30.59,47.0,0.12
4393,7/3/2023 1:00,7.15,26.02,133.0,0.27
4394,7/3/2023 2:00,23.57,30.11,49.0,0.22
4395,7/3/2023 3:00,22.96,26.67,150.0,0.22
4396,7/3/2023 4:00,23.55,21.62,51.0,0.19
4397,7/3/2023 5:00,19.96,27.73,77.0,0.27
4398,7/3/2023 6:00,15.63,30.85,25.0,0.26
4399,7/3/2023 7:00,6.08,19.13,100.0,0.22
4400,7/3/2023 8:00,22.04,23.27,59.0,0.17
4401,7/3/2023 9:00,22.77,31.54,142.0,0.15
4402,7/3/2023 10:00,18.21,16.87,92.0,0.18
4403,7/3/2023 11:00,20.56,15.04,28.0,0.12
4404,7/3/2023 12:00,13.59,26.18,129.0,0.29
4405,7/3/2023 13:00,11.51,26.04,64.0,0.18
4406,7/3/2023 14:00,15.04,34.25,55.0,0.22
4407,7/3/2023 15:00,12.2,30.84,150.0,0.14
4408,7/3/2023 16:00,16.4,15.84,137.0,0.28
4409,7/3/2023 17:00,12.63,22.03,147.0,0.3
4410,7/3/2023 18:00,17.85,15.65,132.0,0.13
4411,7/3/2023 19:00,12.52,17.15,18.0,0.11
4412,7/3/2023 20:00,17.07,34.77,92.0,0.25
4413,7/3/2023 21:00,7.93,19.32,51.0,0.16
4414,7/3/2023 22:00,8.31,30.2,52.0,0.25
4415,7/3/2023 23:00,11.21,27.1,116.0,0.28
4416,7/4/2023 0:00,14.46,20.04,120.0,0.27
4417,7/4/2023 1:00,23.85,23.96,35.0,0.23
4418,7/4/2023 2:00,19.58,18.82,121.0,0.3
4419,7/4/2023 3:00,12.39,33.12,58.0,0.25
4420,7/4/2023 4:00,24.9,15.21,92.0,0.26
4421,7/4/2023 5:00,21.94,21.89,113.0,0.21
4422,7/4/2023 6:00,13.74,28.18,116.0,0.25
4423,7/4/2023 7:00,17.82,26.38,53.0,0.18
4424,7/4/2023 8:00,17.65,28.72,145.0,0.11
4425,7/4/2023 9:00,14.54,20.0,68.0,0.14
4426,7/4/2023 10:00,9.11,32.02,45.0,0.26
4427,7/4/2023 11:00,10.72,15.76,53.0,0.25
4428,7/4/2023 12:00,14.48,33.51,117.0,0.24
4429,7/4/2023 13:00,10.76,28.03,54.0,0.23
4430,7/4/2023 14:00,11.36,34.65,81.0,0.23
4431,7/4/2023 15:00,8.27,31.14,28.0,0.13
4432,7/4/2023 16:00,16.17,24.72,69.0,0.27
4433,7/4/2023 17:00,15.91,18.47,103.0,0.26
4434,7/4/2023 18:00,9.23,21.91,129.0,0.15
4435,7/4/2023 19:00,8.94,21.44,139.0,0.18
4436,7/4/2023 20:00,22.77,19.47,59.0,0.28
4437,7/4/2023 21:00,19.81,24.17,77.0,0.12
4438,7/4/2023 22:00,15.16,23.75,84.0,0.28
4439,7/4/2023 23:00,17.32,20.24,20.0,0.12
4440,7/5/2023 0:00,20.79,28.9,146.0,0.15
4441,7/5/2023 1:00,11.66,25.06,112.0,0.22
4442,7/5/2023 2:00,17.0,28.14,34.0,0.12
4443,7/5/2023 3:00,10.77,33.88,8.0,0.2
4444,7/5/2023 4:00,15.0,27.59,88.0,0.16
4445,7/5/2023 5:00,24.88,33.26,33.0,0.16
4446,7/5/2023 6:00,21.5,15.06,85.0,0.13
4447,7/5/2023 7:00,20.99,25.36,65.0,0.12
4448,7/5/2023 8:00,7.12,26.71,23.0,0.13
4449,7/5/2023 9:00,21.15,24.82,41.0,0.16
4450,7/5/2023 10:00,20.28,16.96,5.0,0.12
4451,7/5/2023 11:00,15.57,31.32,101.0,0.11
4452,7/5/2023 12:00,5.91,23.73,18.0,0.17
4453,7/5/2023 13:00,7.02,25.67,46.0,0.13
4454,7/5/2023 14:00,23.11,32.83,8.0,0.21
4455,7/5/2023 15:00,11.2,25.24,120.0,0.22
4456,7/5/2023 16:00,21.31,18.41,85.0,0.28
4457,7/5/2023 17:00,8.13,18.47,104.0,0.23
4458,7/5/2023 18:00,21.04,31.61,104.0,0.27
4459,7/5/2023 19:00,23.11,33.05,91.0,0.23
4460,7/5/2023 20:00,11.72,16.43,48.0,0.22
4461,7/5/2023 21:00,8.68,22.03,112.0,0.27
4462,7/5/2023 22:00,17.29,20.09,79.0,0.21
4463,7/5/2023 23:00,13.1,29.69,143.0,0.29
4464,7/6/2023 0:00,14.59,16.49,12.0,0.16
4465,7/6/2023 1:00,8.24,19.12,116.0,0.28
4466,7/6/2023 2:00,6.83,18.09,128.0,0.16
4467,7/6/2023 3:00,9.14,31.22,143.0,0.12
4468,7/6/2023 4:00,21.87,26.97,31.0,0.16
4469,7/6/2023 5:00,17.16,24.19,144.0,0.22
4470,7/6/2023 6:00,22.12,22.08,59.0,0.17
4471,7/6/2023 7:00,14.35,33.31,98.0,0.27
4472,7/6/2023 8:00,17.6,18.05,124.0,0.12
4473,7/6/2023 9:00,13.14,28.14,56.0,0.14
4474,7/6/2023 10:00,11.07,28.32,23.0,0.23
4475,7/6/2023 11:00,14.98,29.4,115.0,0.13
4476,7/6/2023 12:00,6.41,17.6,32.0,0.14
4477,7/6/2023 13:00,21.54,25.38,13.0,0.13
4478,7/6/2023 14:00,19.69,24.5,115.0,0.28
4479,7/6/2023 15:00,15.85,27.45,109.0,0.13
4480,7/6/2023 16:00,18.91,28.8,118.0,0.13
4481,7/6/2023 17:00,10.22,19.25,17.0,0.28
4482,7/6/2023 18:00,10.8,28.99,103.0,0.18
4483,7/6/2023 19:00,15.7,31.51,78.0,0.17
4484,7/6/2023 20:00,6.26,28.12,128.0,0.17
4485,7/6/2023 21:00,10.77,28.93,12.0,0.22
4486,7/6/2023 22:00,5.18,22.32,71.0,0.29
4487,7/6/2023 23:00,22.68,31.13,133.0,0.11
4488,7/7/2023 0:00,15.48,16.45,79.0,0.26
4489,7/7/2023 1:00,16.64,28.6,96.0,0.23
4490,7/7/2023 2:00,23.0,27.25,66.0,0.13
4491,7/7/2023 3:00,9.17,19.3,82.0,0.23
4492,7/7/2023 4:00,7.3,19.79,12.0,0.23
4493,7/7/2023 5:00,20.79,30.75,67.0,0.14
4494,7/7/2023 6:00,9.82,22.7,117.0,0.22
4495,7/7/2023 7:00,18.79,34.91,115.0,0.28
4496,7/7/2023 8:00,16.31,26.63,42.0,0.15
4497,7/7/2023 9:00,24.49,15.55,98.0,0.16
4498,7/7/2023 10:00,11.94,32.36,101.0,0.25
4499,7/7/2023 11:00,6.09,19.43,73.0,0.17
4500,7/7/2023 12:00,22.28,22.99,55.0,0.23
4501,7/7/2023 13:00,23.27,29.22,105.0,0.15
4502,7/7/2023 14:00,20.46,24.81,11.0,0.11
4503,7/7/2023 15:00,18.39,25.39,70.0,0.1
4504,7/7/2023 16:00,7.12,19.37,94.0,0.13
4505,7/7/2023 17:00,23.52,33.81,115.0,0.28
4506,7/7/2023 18:00,8.66,24.34,66.0,0.19
4507,7/7/2023 19:00,6.32,27.56,42.0,0.17
4508,7/7/2023 20:00,9.24,18.45,77.0,0.11
4509,7/7/2023 21:00,15.2,17.17,36.0,0.28
4510,7/7/2023 22:00,21.87,32.97,20.0,0.25
4511,7/7/2023 23:00,16.41,29.88,64.0,0.15
4512,7/8/2023 0:00,22.28,22.58,38.0,0.22
4513,7/8/2023 1:00,7.35,19.89,135.0,0.21
4514,7/8/2023 2:00,13.7,23.46,50.0,0.2
4515,7/8/2023 3:00,24.33,31.71,119.0,0.2
4516,7/8/2023 4:00,23.44,17.83,46.0,0.2
4517,7/8/2023 5:00,9.68,32.28,40.0,0.2
4518,7/8/2023 6:00,6.09,34.0,96.0,0.2
4519,7/8/2023 7:00,14.25,15.48,127.0,0.28
4520,7/8/2023 8:00,13.21,30.4,121.0,0.17
4521,7/8/2023 9:00,7.96,31.3,111.0,0.19
4522,7/8/2023 10:00,6.94,22.35,16.0,0.15
4523,7/8/2023 11:00,17.0,27.58,42.0,0.19
4524,7/8/2023 12:00,12.73,17.89,43.0,0.29
4525,7/8/2023 13:00,13.53,32.73,45.0,0.18
4526,7/8/2023 14:00,8.94,21.87,149.0,0.28
4527,7/8/2023 15:00,14.68,21.04,23.0,0.13
4528,7/8/2023 16:00,7.61,34.45,110.0,0.23
4529,7/8/2023 17:00,22.0,32.61,89.0,0.15
4530,7/8/2023 18:00,7.19,16.15,63.0,0.11
4531,7/8/2023 19:00,13.51,32.46,150.0,0.23
4532,7/8/2023 20:00,16.19,31.12,22.0,0.16
4533,7/8/2023 21:00,13.95,31.28,142.0,0.25
4534,7/8/2023 22:00,14.85,19.42,61.0,0.22
4535,7/8/2023 23:00,12.03,31.74,71.0,0.23
4536,7/9/2023 0:00,6.38,17.14,88.0,0.16
4537,7/9/2023 1:00,6.91,23.68,122.0,0.16
4538,7/9/2023 2:00,5.55,19.03,85.0,0.24
4539,7/9/2023 3:00,14.69,19.73,63.0,0.21
4540,7/9/2023 4:00,5.81,17.31,102.0,0.14
4541,7/9/2023 5:00,13.72,20.62,72.0,0.2
4542,7/9/2023 6:00,7.28,18.14,53.0,0.21
4543,7/9/2023 7:00,9.67,33.63,58.0,0.22
4544,7/9/2023 8:00,6.03,25.21,10.0,0.12
4545,7/9/2023 9:00,19.05,22.48,25.0,0.11
4546,7/9/2023 10:00,5.52,25.49,122.0,0.27
4547,7/9/2023 11:00,11.68,30.85,18.0,0.13
4548,7/9/2023 12:00,10.62,28.07,84.0,0.29
4549,7/9/2023 13:00,5.88,33.07,38.0,0.25
4550,7/9/2023 14:00,13.55,23.84,47.0,0.26
4551,7/9/2023 15:00,6.24,17.94,56.0,0.23
4552,7/9/2023 16:00,11.04,19.06,60.0,0.15
4553,7/9/2023 17:00,9.38,29.93,85.0,0.12
4554,7/9/2023 18:00,7.05,25.3,130.0,0.29
4555,7/9/2023 19:00,18.05,16.84,82.0,0.21
4556,7/9/2023 20:00,22.41,15.54,147.0,0.16
4557,7/9/2023 21:00,9.28,31.26,70.0,0.22
4558,7/9/2023 22:00,22.84,27.92,128.0,0.27
4559,7/9/2023 23:00,17.02,16.78,21.0,0.12
4560,7/10/2023 0:00,15.73,19.34,88.0,0.16
4561,7/10/2023 1:00,19.45,19.39,89.0,0.13
4562,7/10/2023 2:00,17.2,16.69,23.0,0.27
4563,7/10/2023 3:00,15.96,21.74,62.0,0.11
4564,7/10/2023 4:00,11.94,31.38,122.0,0.15
4565,7/10/2023 5:00,8.71,21.27,58.0,0.23
4566,7/10/2023 6:00,22.82,25.86,103.0,0.25
4567,7/10/2023 7:00,20.98,15.8,50.0,0.14
4568,7/10/2023 8:00,12.19,22.19,92.0,0.22
4569,7/10/2023 9:00,17.15,28.25,56.0,0.1
4570,7/10/2023 10:00,11.27,21.65,35.0,0.25
4571,7/10/2023 11:00,23.6,21.82,88.0,0.2
4572,7/10/2023 12:00,12.73,27.47,65.0,0.11
4573,7/10/2023 13:00,15.23,27.9,32.0,0.15
4574,7/10/2023 14:00,11.58,24.82,132.0,0.12
4575,7/10/2023 15:00,8.07,17.3,136.0,0.2
4576,7/10/2023 16:00,8.84,15.99,94.0,0.28
4577,7/10/2023 17:00,19.1,25.68,40.0,0.12
4578,7/10/2023 18:00,11.43,20.29,117.0,0.28
4579,7/10/2023 19:00,17.01,20.3,110.0,0.23
4580,7/10/2023 20:00,16.89,20.4,114.0,0.22
4581,7/10/2023 21:00,5.64,31.51,74.0,0.13
4582,7/10/2023 22:00,14.13,16.08,108.0,0.21
4583,7/10/2023 23:00,23.3,29.17,84.0,0.2
4584,7/11/2023 0:00,23.11,16.25,116.0,0.24
4585,7/11/2023 1:00,21.13,32.74,5.0,0.17
4586,7/11/2023 2:00,20.89,16.02,103.0,0.29
4587,7/11/2023 3:00,13.65,19.54,82.0,0.27
4588,7/11/2023 4:00,18.4,15.64,9.0,0.27
4589,7/11/2023 5:00,11.85,19.81,56.0,0.18
4590,7/11/2023 6:00,5.9,28.43,35.0,0.1
